내용,판단 결과,추천수
판사는 피의자를 위해 존재하는건가 이따위 판결을,0,1
제발좀 정의를 위해 판결해주세요!! 언제까지 개판쳐놓은 판례에 의지해서 로봇처럼 판결하실건가요?? 저넘이 징역20년이면50대인데 재범100%라 봅니다! 그때 책임 우째지실건데요?,0,3
부산고법 형사 2-1부 최환 부장판사 라는 군요,1,1
국민들이여 !! 언제까지 대한민국에 나약한 판결을 이대로 두고 볼겁니까??,0,4
"맙소사!! 피해자 뿐 아니라 전 여자친구, 진술해주신 분들께 모두 보복하겠단 건데.. 무기징역이 안된게 한탄스럽습니다. 이제 정말 외국처럼 피해자분이 가해자가 어디있는지 확인할 수 있는 제도도 필요할 것 같네요",1,1.2천
범죄자를 풀어줬을 때 재범을 저지르는 경우 해당 판사에게는 무거운 패널티를 줘야 한다. 저런 악마같은 범죄자는 다시는 사회에 나오지 못하도록 제대로 된 판결 바랍니다.,0,2.9천
잘못을 뇌우칠줄모르고 오히려 복수라니 여자가 무슨 잘못을 했다고 복수한단 말이고 저런 놈은 사형이 답이다 본인 스스로가 이미 사회에서 해볼것 다해봐서 미련없다는데 굳이 사회로 복귀 시키지 말고 감방에서 평생 돌려차기하면서 살수있게 판사님 도와주세요~~~~~~~,0,405
범죄자 인권 지켜주는 사람들 때문에 평범한 사람들이 인권이 없어지는 어이없는 상황이라니...인권위나 어이없는 형량을 내리는 판사들 그리고 그 법을 바꾸지 않는 국회의원들이 진정한 범인이다,1,4.4천
법이 개정되어야 합니다 범죄자 옹호하는 인권은 범죄만 부축기는 행위며 사법부는 제발 악독범죄자는 무기징역 처벌해야합니다,0,1.1천
죄를 반성하기는 커녕 보복과 협박성 메시지를 올리다니..저런 인간은 35년이 아닌 무기징역형을 선고해 평생 감방에서 살게 해야 한다.,0,4.2천
"판사님, 일 잘 하세요. 욕먹을 일 하지마세요.",1,955
저런인간이 다시 사회로 나오면 피해자가 더늘어나는건 뻔한일이고 사회에 혼란만 가중시킬뿐이다.... 이걸 알면서도 판사아저씨들은 사회로 내보낼것인데...참 걱정이다 만약 피해자가 판사 딸이라면? 어떻게 했을까 기대된다...,0,4
전과 기록만 봐도 거의 갱생이 불가능인데? 판사는 그걸보고도 깊이 반성하고 뉘우치는걸로 보였다니 미쳤다 미쳤어,0,363
법이 응당 지켜줘야 하는데 개인 유튜버가 피해자의 어려움을 알고 자신이 피해를 입더라도 돕고싶다며 나섰네. 밥버러지 같은 판사들보다 1000배는 이롭고 정의롭다,0,448
감형때린 판사님 얼굴도 좀 공개합시다.,1,287
"이렇게 온라인으로 모든 국민이 한 마음 모아 가해자에 대해 찾은 이유는, 사법부와 검사와 경찰이 범죄자로부터 국민을 지켜줄 의향이 없어보이기에 국민들 스스로 서로를 돕고 살 방법을 찾아낸 것이고, 이 행동을 통해 사법부가 부디 정신차리고 법의 이름으로 피해자를 보호하고 범죄자를 처단하기를 바랐기 때문이다. 하지만 사법부는 오늘부로 국민과 피해자를 완전히 배신했고 제 기능을 제 손으로 버렸다.",0,3
저런 악질 범죄자한테 대체 인권을 왜 따지냐. 인권은 사람한테 적용하는 거다. 전과 18범인데 교화된다고 믿는 멍청한 판사들 때문에 이런 사건이 계속 나는거다. 사람은 절대로 고쳐쓰는거 아니다. 원래 저런 놈이였으니 다시는 사회에 못나오게 해야한다.,0,893
제대로 판결 안하면 판사 신상정보 공개도 갑시다!!!!!!!!!,1,234
"검사님, 35년 구형도 처벌이 너무 약합니다. 사회에 절대 못 나오게 해야합니다.",0,4
뻔뻔스럽게 복수??? 잘 보세요 판사님들 저런것들 출소 시키면 세상이 어찌 돌아가는지 절대 못나오게 하는 방법을 검토 하거나 사형 시켜야 합니다 결코 무시하면 안되요 저렇게 대놓고 협박하는데,0,512
이번기회에 이딴식으로 해서 판세가 판결내리면 쪼금 살다 나와서 보복하는 과정이 적나라하게 시간 별로 유튜브로 알려져서 피해자가 얼마나 피해를 받는지 자각하고 무언가의 불공평하고 덭붙히기해서 귀찮아서 뿌리부터 못고치는 법을 뜯어 고칠 수 있도록 하나의 운동 및 혁명이 일어나기를,0,88
진짜 누구라도 저렇게 공개하지 않았으면 출소하고 진짜 피해자한테 보복했을거 아냐;; 현재 징역12년받았다는데; 전과18범에 또 범죄저지른거 보면 교화안될거 본인 스스로 증명한거니까 사형집행했으면 좋겠다ㅠ,0,2
담당 판사님 제발 검찰 구형만큼만이라도 2심에서 선고 해주세요 이래야 대한민국의 악한 범죄가 조금이라도 처벌 받습니다.,1,3
"'피해자들은 용서하지 못하는데, 말도 안되는 형량을 주고 판사가 대신 용서해주는 한국' 이라는 띵언은 누가 한건지 현실이라 어이가없네.",0,11
이런 악질18범 쓰레기는 사회와 영구격리를 시켜야지.....출소해서 다음에 당할놈들은 이런 판결 내린놈이길 빌어봅니다...,0,1
피해자 건들면 지옥을 보게될거야. 판사는 국민의 고함이 들린다면 저인간을 무기징역 시켜라,0,0
같은일이 판사와 사법부관계자 무책임한 법무부장관과 그 고위직에게 똑같은일이 가족에게 일어나길 바랍니다!!,0,1
저런 짐승들을 못풀어줘서 안달인 대한민국 판사들...판사들 동네에서 저놈이 살게끔 합시다. 판사들 가족이 저놈에게 당해야 정신을 차리지,0,0
저것보다 무서운건 가해자가 판결문받으면 거기에 피해자의 신상정보가 있고 그걸 아직도 바뀌지않다는것입니다,0,4
즉시 사형집행해라....악취나는 판사놈들아,0,1
판사 사법부는 범죄자집단이여서 가해자편을 든겁니다. 본인들의 결정이 옳다고 생각하고 국민의 무서움을 너무 모릅니다.,0,2
판사들도 공개하라 돌려차기남아 꼭 복수하기전에 판사들 먼저 복수하라,1,0
해코지를 하겠다는 범죄자에게 법판결이 늘 솜방망이니 이젠 정의사회구현을 cyber punisher가 나서서 응징하는게다 ‘국가가 국민의 안전과 생명을 지키지 못하는 세상에서 평범하게 보통사람으로 살고자 하는 대다수 국민들의 자구책 중 하나가 아닐까 싶다’ 각성하라~!!!,0,25
반성하고 후회하면 또 감형되려나? 판사님들~ 제발 가해자를위한 판사님 되지 마시고 피해자들의 심정을 뼈저리게느끼시길.,0,0
목숨도 아깝지 않게 살고 어쩌고 진짜 인간이 아닌게 인간인양 꼴값떠는게 진짜 역겹네. 저런 더러운 범죄자를 계속 사회에 풀어주니 끝도없이 피해자는 생겨나고 가해자는 드럽게 뻔뻔하고.. 어휴 오늘도 판사의 솜털같은 판결로 쑥쑥 악마들이 자라고 있다.,0,162
"범죄자에겐 두려움을 느끼게 해줄 필요가 있는데 , 징역으론 어림없어요 죽기 직전까지 패고 이빨을 부수고 발가락을 자른 후 온 몸에 뼈를 뒤틀려 놔야 합니다",0,0
저런 쓰레기가 반성을 하고 있다는 이유로 12년 선고로 감형을 해준 판사님들~~~~~~~~~~~ 너네 자식이나 손주들이 있으면 꼭 같은 피해들을 받는 날을 기대하겠습니다,0,0
법과 판사가 개판이라. 어떤 판결이 나올지 걱정이다..,0,1
범죄자한테 대체 인권을 왜 따지냐. 인권은 사람한테 적용하는 거다. 전과 18범인데 교화된다고 믿는 멍청한 판사들 때문에 이런 사건이 계속 나는거다. 사람은 절대로 고쳐쓰는거 아니다. 원래 저런 놈이였으니 다시는 사회에 못나오게 해야한다............................,0,104
"됐고 담당판사는 미국의 판례를 많이 참조하기 바란다,아주 무겁게 형량 내리고 사회와 영원히 격리시킨다",0,36
조사하는 형사하고 판사앞에선 세상 착한사람이고 뒤돌아선 인간쓰레기인 인간들 정말 많아요 특히 교도소에 많지요,0,0
사회에 나가서 보복 못하게 무기징역 시켜라 애초에 전과 18범을 사회에 방생시키는게 말이 안됨 새로운 피해자만 더 늘 뿐이다 법좀 뜯어고쳐라,0,0
제발 무슨 범죄든 3범때부터는 죄의 종류에 관계없이 무기징역으로 영원히 사회와 격리좀 시켜주세요 솔직히 3범 이상정도면 나와서 계속 범죄만 저지르는데 사회에 왜 풀어두는건지 모르겠습니다. 인생 삼세판이라는 말대로 3범 이상부터는 사회랑 영원한 격리가 필요합니다,0,0
그렇게 똑똑하고 무소불위의 권력을 가진 대한민국 최고의 성역에 살고있는 엘맂트충 판사들도 못하고 있는 용기와 베포를 보여주신 이 유투분께 깊이 감사드립니다,1,0
국민청원이라도 해서 법으로 할수있는 최대한의 형량으로 사회로부터 최대한 많은 시간을 격리시켜야 할듯,0,0
전과 18범이 어떻게 사회에 풀어 놓을수있지? 판사 제정신인가? 이러니깐 판사를 욕하지,0,49
무기징역 선고안하면 언젠가 반드시 피해자에 보복할게 뻔하다 판사는 제자식이 당해도 솜방망이 처벌 내릴지 궁금하다,0,0
전과 18범을 범행을 자백 했다는 이유로 6년을 감형시켜 줄수가 있는지 바보도 건물 내부에 cctv 있다는 것을 알텐데 자백이 아닌 인정 할수 밖에 없었던건데 sns에 이미 추가 범행을 암시하는 글을 올렸는데 무기징역 판결 안나면 심각 하다고 볼수 밖에요.,0,75
제대로 된 조사 끝에 범죄를 저지른 범죄자인 경우엔 이제 신상공개 해야 합니다. 그래야만 피해자들이 생기는 걸 줄일 수 있죠. 알고 함께 하는 것과 모르고 함께 하는 것은 정말 다르기 때문에 범죄자들의 신상공개는 이제 합법적이어야 하고 인권은 그 다음이 돼야 맞지 않을까요? 범죄자들을 다 가려주고 모르게 해줘서 보복이고 재범이고 아무 제재없이 저지르게 하며 방치하는 것도 공범자로 인식해야 할 때 된 걸 판사와 법 관련자들은 정말 모르는 건지 궁금하네요.,0,210
"왜 아무죄도없는사람들이 저런 인간말종쓰레기들한테 피해를받게끔 사회에 내보내는건가요, 이나라의 법은 굳이 죽지않아도될사람들이 죽고나서 사람들이 난리나면 그때바뀌나요.. 얼마나 더죽어야 저런쓰레기들이 바로무기징역이 될까요",0,0
이번에 정말로 경각심 크게 심읍시다 법의존엄성를 보여주시요 검사님~!! 법이 약하면 검사도 형사도 우섭게보는법 아시나요?,0,0
사법부의 엄중한 판결 기대하겠습니다,1,0
판사도 판결할때 실명제도 도입하면 안되나? 누가 판결을 저따위로 내렸는지 알길이 없으니 더더욱 이러지,0,0
전과 18범이면 뉘우칠 생각이 없는거잖아..저정도면 무기징역 쳐넣으라고 제발,0,36
판사님 국가와 민족을 위해 잘 부탁합니다.,1,0
판사가 제대로된 보복을당해봐야 정신차린다.,0,0
저런건 사형이답이다 판사야 니 자식이 지린꼴 당해도 그따위로 판결할래?,0,152
이 사건은 제발 판새 말고 참된 판사님이 맡기를 기도한다,1,0
전과2범부터는 무조건 최대한 가중처벌을 적용하지 징역 1년짜리가 3년이되고 전과3범이면 징역3년짜리가 6년이되고 전과 4범이면 징역 2년짜리가 8년이되고 좋잖아~ 이렇게 법이 강해져야한다~,1,1
이번에는 반성한다는 이유로 감형 좀 하지 마라 반성은 피해자에게 해야지 어떻게 판사들이 용서하고 감형을 하는지 이해가 되지않아 판사들이 고시원에서 공부만해서 그런지 국민들의 법 감정을 몰라,0,1
저런 가해자의 경우 무기징역 선고가 아니면 판결 시 피고의 재범 가능성이 없다는걸 판사가 증명하게 해야함,0,1
법원에서 오심없고 확실하게 범죄만 판결하고 비공개 국민참여재판으로 형량구형합시다,0,0
판사딸 검사딸 변호사딸들이 연루되어야 정신들을 차리실려나…제발 자존심도 없냐 너네들은 범죄를 저지른 범죄자가 나가면 또 범죄를 저지른다고 공개적으로 말하고 다니는데 진짜 말도 안나오네 너희 자식들한테 안부끄럽냐,0,0
대한민국 판사님들아 기득권층의 오만함에 빠져서 국민들 법감정과 안드로메다 동떨어진 판결 내리지 말고 부디 저놈에게 감형없는 징역 120년 때리길 바란다. 그럴리가 없겠지만,0,0
보복을 하겠다는데 너무 위험하다 무기징역 내려서 밖으로 나가지 못하게 하라,0,107
딴건 모르겠고 전과 18범이 버젓이 살수 있는 이 나라가 진짜 싫다 전과 3범 부터는 교화 가능성 없는걸로 보고 가석방 없는 무기징역이나 사형 시키자 아니면 전과 3범 부터는 무인도에 가둬놓고 3D 업종 노역 시켜야 한다 진짜 지구상에 쓰레기들이 있을 필요는 없다고 본다,0,45
우리는 학습이 되어있죠. 저런 사람들 꼭 보복한다는걸.. 저런류 범죄자는 무기징역해야함. 내가 세금 조금 더 낼테니깐 감옥에서 죽을때까지 살도록!!,0,0
만약에 출소 하면 다음 피해자는 판사님들 지인이나 친척이길 기도해봅니다.,0,1
저런 인간이 반성? 재판부는 진짜 각성해라 니 딸이 아들이 가족이 당했어도 그런 판결이 진짜 나오는지 당해봐야 그때가서 너희 입맛대로 하실건가요? 어휴,0,0
경찰도 검찰도 판사도 못한다는걸 이형님이 하시네 상남자입니다 모든 짐승같은 새끼들 전국민이 알아야 한다고 생각하는 1인,0,0
"저런 놈을 전과 18범이 되도록 판결한 판사들이 각성해야 한다, 또 반성문 몇장에 참작으로 양형을 하겠지. 그런 판사가 있다면 당장 때려쳐라! 출소후에 판사딸이 그렇게 된데도 할말있것냐?",0,49
법이 국민 정서에 합당한 처벌을 하지 못한다면 국민은 법을 믿지 못합니다. 법치국가에서 법을 믿지 못한다는 것은 국가의 존재의의에 심각한 의문을 초래합니다. 판사님들은 과거의 판례에 입각하지 말고 부디 높아진 국민 수준에 맞는 형을 내리시길 바랍니다.,0,0
"판사님! 저 쓰레기는 전과 18범이니까 무기, 사형 때리셔도 모든 국민들이 잘했다고 칭찬할겁니다. 고민도 사치인 사건입니다. 그냥.. 지나가던 개한테 물어봐도 이건 당연히! 사형감입니다. 길막고 물어보면 백이면 백, 모두 사형이 맞다는데.. 판사님만 다른 길 가지 말기를..",0,1
무기징역 또는 사형 집행 해주세요 제발,0,1
저런 범죄자를 적극보호해주는 양형을 결정하는 판사들이 젤 문제.피해자보다 범죄자 인권이 최우선이니 이 나라 법은 법치가 아니라 범죄자양성소,0,0
"지금 대한민국을 불안하게 만드는 가장 큰 주적은 개전의 정, 반성문 제출을 '자신'에게 하였다는 이유로 관대한 판결을 내리는 판새놈들이다.",0,0
반성하지 않는 강력범죄자는 사회에 풀어놔봤자 2차 범죄만 저지를 뿐이다 사형을 시키던지 무기징역이 마땅하다,0,0
대한민국 판사들 다 접시물에 코박고 알아서 가라 저런 짐승만도 못한 놈에게 무슨 인권이 있냐 최소가 무기징역이다 정말 세상에서 제일 한심한 구형이다,0,48
법의 무서움을 깨닫고 싶다면 형량에 0하나를 더 붙인다면..,0,0
저런 사람을 징역 12년 20년 말이되냐? 판사들 생각이 없나? 언제까지 인권 보호할래? 그럼 정두영 조두순 유영철 강호순은 무기징역이고 저 놈은 12년이냐? 저게 연쇄 살인범이랑 머가달라!!!! 답답하다 진짜 진짜 사람 10명씩 죽어야되냐?!!! 맨날 피해자 보호 외치면 머하냐???? 저런거 하나 지켜주는게 보호다 ㅉㅉ,0,0
또 다시 피해자가 생긴다면 판사는 책임을 면하지 못 할 것이다,0,0
피해자가 당한 정신적 육체적고통은 뒷전이고 피해자인권만 앞세우는 판사들이 문제다. 지 딸이 저렇게 당해도 그럴까?,0,0
솜방망이 처벌 하면 판사님들 자녀가 더 잔혹하게 당할것임,1,0
끔찍하고 드러운 범죄자 무기징역가야지 호락호락한 세상이 아닌걸 온몸으로 처 맞아봐야,0,0
캬 우리 판사님 딸래미가 당할수도 있는데 저걸 사회에 격리해야지 풀어줄거야?,1,0
"판사님, 검찰의 구형을 그대로 적용해주세요.",1,0
무기징역에처해라~~ 아무에게나 폭행하는건 인간이아니다,0,0
"저건 사람이 아니라 그냥 악마네 죽여서 될일이 아니라 갈갈이찢어서 소각을 해도 마음이 불안할듯하네 물론 판사들은 법핑게대면서 제일 가벼운걸로 하겠지만,,, 지딸이 당해도 그럴라나? 정말 궁금하네",0,37
한동훈이가 담당검사였다면 무기징역으로 만들고도 남았을 반사회적 괴물이군. 인성과 행동패턴의 유사성도 아주 높아서 판사에게 자신을 예로 들어 설명을 하면 설득력 100%일 듯.,0,0
가해자 인권 챙기는 경찰검찰 판사가족들을 범인에게 실습하라고 제공 해야합니다.제발 공정한 판결로 100년이상 구형하는 날이 오길 빕니다.개인적인 소원은 탈출 불가능한 섬에 가두는것입니다.알아서 생활하게 세금낭비 없게하길...,0,21
판검사.국캐의원 집안이 당해야 법이 피해자위주로 바뀔듯,0,0
만도 못한놈 똑같이 처벌해야합니다 격투기선수에게 그대로 돌려차기하고 폭행 해서 무기징역으로,0,0
판사 욕하는 사람들 이해는 하지만 반은 맞고 반은 틀림 법이 약하면 판결을 씨게 하고싶어도 못함 그니까 절반 혹은 그 이상은 입법하는 국회 책임,0,0
판사도 정신차려서 중형선고하세요 법적차원에서도 가해자 신상 다 공개해야 한다 악행의 결과가 뭔지 알아야죠,0,22
구형 하면 뭐해 자비로우신 판사님이 용서해주시겠지,1,0
피해자 뿐만 아니라 전여친의 안전까지 위험할거 같다. 이건 판사가 미래의 살인죄를 방조한거나 마찬가지다.,0,0
이거 감형 나오면 진짜 사법부 긴장해라 검사는 진짜 빡세게 조사하던데,0,0
전과18범.. 판사들이 제정신이 아니네..,0,45
"교도소의 목적은 교화지만 교화되는 사람은 일부고 다수의 강력범죄자는 절대 교화 안될거 같습니다. 통제되고 경직된 환경에서 지들같은 것들만 모아놨는데 교화가 되겠습니까? 어차피 교화하기 힘들바엔 강력범죄자들에겐 살아서 바깥구경 할수 없는 형량과 무자비한 폭력, 강도높은 노역으로 다스려야 합니다.",0,0
6/12일 선고결과를 단단히 지켜보겠다. 담당판사는 일 똑바로 하시길!! 국민들이 지켜보고 있다.,0,211
법조인이 못하는걸 정의로운 유튜버가 하는구나... 판사는 하루 빨리 AI로 대체 되길 바란다.,0,0
싸이코네요.무기징역 때려서 영구적으로 사회에서 격리시켜야 합니다.,0,40
아니 이놈의 법이 제대로 된 형량만 판결해도 앞으로 사회에 안 나올텐데 ㅅㅂ 법이 못하는걸 일개 유튜버가 용기내서 했으면 응원해줘야지 신상공개했다고 피의자를 두둔하는 것들은 뭐하는 것들인지,0,0
"다시는 돌려차기 못하게 팔,다리를 잘라라, 라고 판결하는 판새는 없겠지?",0,104
저 쓰레기는 무기징역을 선고해야하는게 맞다 다만 개인이 신상정보를 공개하는건 잘못된게 맞다! 하지만 왜 개인이 신상정보를 공개해야했는지 나라에서 범죄자인권을 챙겨준답시고 공개하지않은 탓이 크다. 앞으론 중범죄자들의 신상공개를 했으면 좋겠다.,0,0
이런게 바로 인간말종... 아버지는 그런뜻으로 한말이 아닐건데.. 해석도 지같이 하네.. 소년범으로 감형받길 반복.. 18범으로 드나들길 반복.. 부끄러움도 없는 모양.. 제발 사회에서 격리시켜 주세요,0,0
재범확률100% 판사는 거기까지 생각을 못하는게 아니고 알면서도 감형 주는게 어처구니없네ㅋㅋㅋ,0,1
전과가 누적될때마다 형량이 제곱이 되도록 합시다,1,0
무기징역시켜야한다 사회에나오면 또 그럴놈이다,0,1
판사님. 저런 강력범들은 사람이 아닌데 왜 자꾸 인권을 챙겨주시나요..?,0,0
완전 악마네. 뉘우침이나 회개따위는 찾아볼수 없고 악독함만 더하는 ㄴ일세. 아마 모범수가 되려하고 감형받아 나와서 벼르고 벼르던 범죄를 저지르겠지,0,0
이런 놈이 사회에 다시 나오면 어떻게 되겠습니까? 판사님,1,0
판사 검사 경찰이 하지 못한 피해자보호와 법죄자 신상정보를 공개한 저 유튜버를 지지합니다. 판새 검새 짭새들은 왜 저런 악질 범죄자의 신상을 공개하지 않는것인가요? 자신들이 법죄자를 불쌍히 여기시는 신이라고 생각하는건 아닌지요?,0,1
저런것도 인간 이라고 할거 다 하고살았네. 징역100년때려라,0,0
판사 자식이 음주운전자한테 치어 죽어도 10년 이하로 구형할 수 있냐? 최근에 보니까 1년 4개월 구형한 놈도 있더라. 국개 처자식이 범죄 피해자가 돼봐야 법이 바뀐다.,0,41
우리나라 판사는 분명개판사다 윤석열같은 판사,0,0
"판,검사들아.....18범이다18범!!!... 무기징역이 아니고 다시 나오게된다면 다음 피해자는 너네들 자식들이 되길바란뿐이다",0,15
법은 국회에서 만들고 사법부에서 법을 기반으로 판결하죠 국회부터 문제입니다,0,103
강력범죄자한테는 미국처럼 머그샷인가 먼가 하고 형량도 사형이나 100년 이렇게 때려야한다 우리나라는 미디어 발달로 범죄는 나날이 느는데 법이 솜방망이라 범죄가 날로 늘고 있음,0,11
반성의 의지 없음으로 형량 올라가겠네ㅋㅋ,0,0
대한민국 경찰도 검사도 못하는걸 개인유튜버가 한거다. 도대체 저런 극악무도한 범죄자 신상을 공개 안하면 도대체 피해자는 어떻게 하라는거냐? 전과 저렇게 많은 인간이 사회에 젊은 나이에 쉽게 복귀 하는 대한민국법도 문제다.,0,0
저런 인간말종 징역 12년 말도안된다... 개인 유튜버가 판사보다 정의롭고 용기있었다고본다... 진짜 이런말하면 안되지만 저 판사들 자식들에게도 똑같은 일이 일어나도 그렇게 고고하게 법 운운하시며 손놓고 계셨을지도 궁금하고..,0,5
아니 그럼 사회와 영원히 격리시키면 되잖아 징역 35년구형은 또 뭐고 참나 신상도 국민들이 처벌각오하고 공개한건데 언론사 넙죽 받아쳐묵는거봐라 총채적난국이다,0,2
"저런사람이 고작 그런 형량, 우리들의 신상을 턴다는 등의 노력으로 사회적 갱생이 될까요?? 감옥에서 세금 빼먹는것도 아까움..",0,0
"한국의 법은 썩을대로 썩었다. 가해자를 위한 법은, 판검사 및 정치인들이 가해자들이기 때문인가?",0,0
"30살에 18범 감옥에12년을 갔다왔으며 나오자마자 범죄를저지름, 협박,강도질, 대부분 흉압범죄 입니다, 이번에도 감옥에 잡혀서도 반성보다 보복을 하겠다고 선언했는데 검사해보니 전형적인 싸이코패스라고 합니다, 구제를 할필요없는 인간입니다, 검사 추가범죄로 35년을 맞아서 사회와 경리돼야한다고 생각합니다, 더이상 피해자가 나오지 않게 얼굴공개는 해야한다고 생각합니다,",0,10
카라큘라 잘하신겁니다 파렴치한 놈을 영구 무기징역에 처해야합니다,0,0
"양형위원회 위원장 자식들이 저런거 당해야 법 양형이 좀 바뀔텐데 길가다 성폭행 당하고 두개골 좀 함몰 되봐야 20,30년씩 팍팍 때릴듯 이건 뭐 판사한테 반성문만 쓰고 범행 인정하면 4-5년씩 팍팍 감형해줌",0,23
전과 18범을 검사가 20년 때렸는데 12년으로 맞춰주는 판사나 또 그걸 길다고 항소하는 견놈이나 파고드니 그짓거리 정황까지 나왔네 ㅋ 언론 노출도 됐겠다 35년 다 줄껀지 어떤지 또 판사놈의 판단이 기대된다 ㅋ 또 항소하고 무기 받길 바랄께.,0,22
판사들이 제정신 나간거지 전과18범이 무슨 교화가되고 갱생이되냐 판사들아,0,18
"무기징역이 아니라, 같잖게 모범수로 감형받아서 출소 못하게 2000년형같은거 가능하게 해야됨. 어줍잖게 몇년 감형 감형 ㅇㅈㄹ해서 또 튀어나와있음.",0,0
판사가 할 일을 유튜버가 했네 ㅋㅋ 판사들 정신좀 차리자 당신들 자식이어도 그따위로 판결할까?,0,0
법행정이 교화가 목적이겠지만.. 사이코패스 검사에서 나왔듯 안되는 인간은 안되는거다.. 그리고.. 저런애들 대부분 감옥이 편하기 때문인데.. 사회적 합의를 통한 소프트한 삼청교육대를 만들자.. 감옥에서.. 강제노역이든 체력단련이든 죽지않을정도만 힘들게 해야 무서워서 재범하지 않을것 아니냐?,0,0
무기징역 때려야죠..이건..;;,0,0
전과 모두 폭력적이고 무차별 폭행인데 서른에 18번이나 징역 살았는데 판사는 재범에 대해 너무 관대 함,0,0
저런 건 사회에서 영구 격리시켜야함 가석방 없는 무기징역과 노역형을!!!!,0,5
법 싹 갈아엎어야되는거아니냐? 사람죽이면 5년 7년주는데 언론탄사건은 수십년때리고.. (물론 돌려차기남 형량이 적다는얘기가 아님) 걍 전체적인 형량을 올리자,0,0
판사도 싸패랑 다를게 뭐있겠나싶다,0,0
출소 후에 보복하거나 징역 중에 협박하는 사람은 그냥 확인되는 즉시 형을 2배 3배로 늘려버리면 과연 저렇게 할 수가 있을까? 그런 법은 왜 생각을 못할까?똑똑하고 공부도 잘하는 사람들이 그런 법은 왜 못 만드나????,0,3
우리나라 법이 물같으니 저놈도 판사가 우스운거겠지,0,0
"전과18범 = 판사가 18번이나 3개월만에 풀어줌. 얘 보복해도 판사 나으리가 또 갱생하라며 풀어주고, 그냥 전과19범 되고 끝임. 피해자는 아마 외국으로 나가지 않는한 죽으실겁니다...",0,0
무기징역가자 ㅆㅂ 재판부 뭔생각이냐 카라큘라가 일 다하네 진짜 최고다,0,0
판사들을 줘패야 해.판사들이 저런 악질들에게 낮은형량으로 면죄부 주고 세상에 내보내서 불안한세상 만든다.,0,5
지금까지 자기가 받은 형량으로 대충 10년 미만이라 생각했겠지 정치인들도 무서워하는 게 여론임 35년 이상 나와야 함,0,0
글로는 온갖 쎈척은 다 하면서 정작 한 짓은 여자뒤에서 살금살금 다가가 비겁하게 공격하기. 한심한ㅅㅋ . 근데 잡히니까 또 자기는 약자라며 죽는소리 깽깽 18번이나 살려준 착한 판사님들 한번만 더 살려줘요 깽깽 웃기는건.. 이게 먹혔다는 것..!,0,1
전과 18범은 교화안된다!! 판사들아 저런 놈을 12년 구형하고 신상비공개한다고??? 판사 네 딸이 당해야해!!,0,3
책임없는 법판결 모든서비스직은 케어및 책임도 있는뎅 도대체 나라위해 일한다는 판새들은 판례만보고팍팍 지올팍이냐,0,0
무기징역 주라고 평생 사회로 못나오게,0,0
저 나이에 전과 18범인데 갱생이 가능 하다고 생각 하나? 판사님 진심 그렇게 생각 하시나요? 지금도 복수 한다고 대놓고 저러는데?,1,0
감형해주는 개판사가 더 문제다,0,1
판사들도 그냥 범죄자들 감형시켜주는 기계지 ㄹㅇ,0,0
허세 쩌네.. 저런 애들은 죽여도 걍 정당방위 + 무죄 판결해주면 안 될까? 하이에나처럼 물어 뜯는다고? ㅋㅋㅋ 하룻강아지 범 무서운 줄 모르네,0,0
전과범 풀어준 판사들이 잘못했지..,1,0
"벌써전과가18범인데.. 사회에다시나오면,,뭘?? 하겠냐..무기징역해라... 사람이아니구..짐승이다.. 남자인내가창피하다..",0,0
속이 시원합니다!!!!!! 판사들과 사법부가 자꾸 이따위로 일 안 하면 이런 사적 정의구현이 늘어날수밖에 없다. 당연한 수순이다. 언제까지 선량한 시민들이 억울하기만 해야하나? 판사들은 이런일들이 늘어나고 끝내 사적인 보복을 당하기 전에 제대로 해야할것이다.,0,24
저런 쓰레기를 사회에 무분별하게 풀어놓는 사법부는 진짜 반성하고 각성하세요 판사도 사회분이기와 흐름을 읽어기면서 판결을 내려야지..이사건 어떻게 판결나나 한번 지켜봅시다!,0,129
신상 공개 결정 쉽지 않으셨을텐데 공익을 위해 위험을 무릅쓰고 하신점 감사드립니다. 이건 국가가 해야하는데...에효....정말 우연히 피해자의 영상을 보고 피해자님 걱정을 많이 했습니다. 잘 회복 되시는거 보고 인제 조금 마음이 덜 무겁네요. 저는 카라큘라님이 피해자님 고통을 분담하신다는 말씀 듣고 마음이 먹먹했어요. 정말 깊고 깊은 응원에 말씀과 감사하고 존경합니다란 말씀을 드리고 싶어요. 표예림님 피해자님 카라큘러님 모두 힘내시고요. 제발 판사님들 꼭 법적인 처벌 제.대.로 해주세요!!!!!!!!,1,2.6천
감사합니다. 정치인.변호사.경찰 대통령.판사.기타 공무원 보다 더 훌륭하십니다. 작은 돈이지만 그냥 지나칠수 없네요. 최고~~~,1,126
신상공개 쉽지 않으셨을텐데 또 다른 피해자가 나오지않게 용기내어 공론화시켜주셔서 감사합니다! 가해자는 이번기회에 제대로된 판결로 처벌까지 이뤄져서 사회에 나오지 않았으면 좋겠습니다ㅠ 응원하겠습니다!,1,2
경찰. 검사. 판사보다 더 훌륭한 일을 하고계시네요. 응원합니다. 항상 피해자들과 함께 해주시길 바랍니다.,1,5
우리나라 사법부 너무 웃껴… 피해자는 용서한적이 없는데 판사 너네들이 뭔데 반성문 써오면 형량을 낮춰주냐???,0,4
