내용,판단 결과,추천수
"""나 구속될것 같아"" ""한동훈검사가 법무장관한데..."" 두려움에 떠는 문재인과 이재명.. 그럴듯하다",0,0
이런범죄자들 모아서 오징어게임 시켜도 괜찮을듯 상금은 무기징역 그나마 목숨만은 살려주는걸로...,1,0
구속이지 그리고 무기징역이야,0,0
우리나라 무기징역도 없지않나요?? 결국 다 어느정도 살고 풀어주는듯.,0,0
그냥 곧 있으면 잡힐것 같으니까 형량 조금이라도 줄이려고 자수한거 아님?,1,0
돈독 단단히 오른 year 1년이라도 형 줄이고 싶으면 후딱 자수해라잉 1년 줄여도 무기징역이겟지만,1,0
징역45년입니다,1,0
성괴 당연 구속이지 무기징역 산다,0,0
나 무기징역당할것같아 아닌가?,0,0
무기징역이라도 감형없는 무기징역을 줘야되지않나 지금도 잘못을 인정안하고 부인하는 악마들 영원히 사회에빛을 보게해선 안된다,0,81
사형집행을 다시 시작만해도 사형선고 많이내릴텐데 집행을 안하니깐 판사들도 어쩔수없이 무기주는거같아 씁쓸합니다.,0,17
감형없는 무기징역이여야 합니다,0,14
무기징역 아니라 사형을 구형해야지.,1,19
"판사님 사형, 무기, 맞습니다. 이런인간들 영원히 사회에서분리해 더이상 피해자가 나오지않게",0,4
사형시켜야지 살아야할 이유가 없다 무기징역이지만 모범수되면 나올걸,0,18
저것들 택시타고돈쓰고 먹잇감 물어 여행가고 꽃뱀노릇못하는게 마음속으로미칠것임니다 거짓말로끝까지가자는주장임니다 보통인간이아님니다 감형도없다,0,5
판결까지 가야 진짜다,0,14
사형줘서 사실상 감형없는 무기징역으로 줘야지요...,0,6
"무기징역 이라도 반성문 쓰고 하면, 결국 감형되서 일찍 나오지 싶은데...",0,7
검사구형이 무기징역 이라면 형기와 형량이 줄어들 확률이 높은데.........모범수에 초범등등 하면 감량될 확률이 높은데...쩝..가스라이팅 당한 호구남편만 억울하게 됬구먼...,0,22
감형없는 무기징역으로 해야죠,0,3
이 재판 열받지만 무죄나올겁니다. 직접증거없으면 유죄판결못합니다. 어쩔수없어요.,1,0
감형 없는 이라는 전제가 없네요.,0,1
어차피 사형집행도 못 하는데 사형선고 내리지 또 감형 받고 나 오겠네... 우리나라 좋은 나라..,0,1
요망한 것들 이제서야 법 무서운줄 알겠냐 !! 최후 까지도 무기징역 이다.,0,3
"이은해 무기징역 확정하고 부가 서비스로 밑에 성기 질 땜방시켜서 두번다시 이런 짓못하게 해야함 .조현수는 그냥 무기 징역 ,",0,4
검찰이 무기 하면 뭐하나 자비로운 판사님깨서 감형해 주실건데,1,2
무기는 감형 받으면 20년 살고 나올수도 있는데 30년 받은 사람은 법정에서 깽빤치고 무기 받는게 났겠네 ㅋㅋ,0,0
"교수형 시켜야지. 무기징역 이면, 세금만 낭비하는건데... ?",0,0
검찰은 일 제대로 하네 판사가 어떻게 나올지 궁금하군 검사는 둘다 무기징역 구형 ㅅㅅㅅ 잘한거지,1,1
무기징역 가즈아~~~~낫짝은 왜 처 가리냐 부끄럽긴 한거냐,0,0
@...@@@...@@.....(((@@조주빈이가 무기징역 구형 받아서 최종 징역 42년 선고 받았지요.... 유기징역의 상한선이 징역 50년이 딱 만땅인데......,0,0
판사를못믿겠다 미친나라,0,0
나만 느끼는건가 매스컴 타면 왜 형량이 높아지는거같냐 ㅋㅋ 이은혜 진짜 싫치만 법이 이래도 돼냐 ㅋ,0,0
재판장님 부디 현명한 판단해주시어 무기징역 받을 수 있도록 다시는 절대 절대로 사회에 발 딛을 수 없도록 해주시기를 바랍니다. 몸도 마음도 억울하고 고통스럽게 죽어갔을 피해자를 가여이 여기시어 꼭 선처없는 판결 부탁드립니다.,0,317
검찰이 무기징역 구형했으면 이번에는 재판부에서 형량 낮추지말고 오히려 높혀서 사형선고 해주세요. 재판부 믿습니다. 꼭 사형선고 부탁드립니다. 한사람을 저렇게 오랜시간 처참하게 괴롭히다. 죽여 놓은 인간에게는 이 사회에 있을 권리도 없습니다.,0,200
왜 우리 세금으로? 무기징역? 우리들이 내는 세금으로 왜 저것들 먹이고 재워야하나요? 우리나라 사형 제도 다시 부활해서 사형 시켰으면 좋겠습니다. 피해자분 삼가고인의 명복을 빕니다. 피해자 유족분들 힘내세요.,1,99
잘못을 했으면 솔직하게 말하고 용서를 구해라 재판장님 엄벌 반드시 내려주세요,0,32
"1심에 사형 나와도 무기가 되거나 가벼워지는데 1심부터 무기라면 또 터무니없는 형량 나오겠군요, 늘 뒤통수치는 아주 훌륭하신 판사들이 너무 많으셔서 . 여론땜에 할 수없이 무기, 잠잠해지면 가석방? 어느샌가 우리랑 또 섞여 살겠죠. 한 두번였어야죠. 미안하지만 신뢰감 제로네요..",0,40
살인자는 가석방 없는 무기징역 바랍니다,0,44
진짜 엄벌에 쳐해주세요. 검찰이 무기징역때려도 판사가 가볍게 때리면 아무소용 없는데. . . 요즘 판사들이 워낙 관대해서. . . . 걱정입니다.,0,82
저런 악마들이 무기징역이라니. 사형미 답인데,0,75
재판장님!!!!!!!!!!!!!!!!!!!!!!!!! 현명한 판단 반드시 부탁 드립니다. 손이 떨리고 입이 떨리고 몸이 부르르 떨립니다.,0,2
나오면 머릿속에서 나쁜짓만 할것임니다 항상불평 .끝까지 반성안하는것으인성이나쁜인간. 검사님 듣지마시고 . 연기도잘하고 아주둘이짝.... 사형아니면 무기 로 회개하도록 감사함니다.,0,12
가석방없는 무기징역이길,1,224
사람 목숨을 끊어야 사망한건가. 목숨이 살아있었어도 죽음보다 더한 저 여자랑 살아있던 고통을 준건 살아있음보다 더한 고통인걸. 끝까지 뻔뻔한것들. 무기징역하고 나중에 풀어주지마라.,0,78
꼭 사형선고 났으면 좋겠네요. 무기징역은 감빵에서 생활잘하면 모범수로 나올수 있지만 사형수는 모범수로 감형되도 무기라서 감빵에서 나올수가 없음 꼭 사형선고 받아서 사회로 못나오게 만들었으면 좋겠네요,0,14
악질같은 인간들 무기징역이 뭐야~~사형으로 없애야해,0,22
무기징역이믄 저런 악마한테 세금으로 평생 먹여주고 재워주고 하는게 화나네 변호사는 저런걸 맡아서 저런황당한 말을 하다니 미친다,0,14
"집행도 없는 사형이나 무기징역이나 그게 그거지만 그래도 압박감을 더 줄수 있어 통쾌 했을텐데 조금 아쉽네요!변호사 역활에 당연 한거겠지만 저것들을 사람이라고 변호한것도 합리적 앞뒤 맞지도 않는 괴변 늘어놓는것도 꼴보기 싫다!은해년 끝까지 변명 늘어 놓는거 보니 넌 사람될 가능성 1,도 없네~천벌을 받을것이다",0,7
무기징역이면 평생을 세금으로 처 먹여야하자나요~ 저런 것들 세금으로 처먹이는거 열받아요~ 걍 사형으로 보내버렸으면 좋겠습니다.,0,21
너무나 선량한 사람을 착취한 것도 모자라 죽이기까지 한 이 쓰레기만도 못한 인간들은 사회악이기 때문에 무조건 사형시켜야 한다. 무기징역도 너무 가벼운 벌이다.,0,7
무기징역해야마땅...사형시켜야마땅,0,56
정말로 잘한 것 같아요 판사님들이 정말로 판사를 잘하신 것 같아요 그렇게 나쁜 사람들은 감옥에 오래 죽을 때까지 나오면 안 됩니다 풀어주지 마세요 조두 선도 풀어주셨는데 그 사람도 위험한데 아이는 안 지켜주고 조두 선을 지켜주더라고요 그거 보고 너무 속이 상했습니다 우리 대한민국에서 나쁜 사람들은 제발 감옥에서 빼 주지 않았으면 좋있습니다 한글날이나 총 1위 나 무슨 일이 생길 때마다 자꾸 나라에서 사람들을 죽이라는 것 밖에 더 안 되는 것 같아요 제발 풀어주지 마세요 위험한 사람들은 풀어주면 서민들이 다 칩니다 그러면 다시 그 사람은 감옥에 가겠죠 그러면 또 풀어주실 건가요 참말 궁금합니다 저는 이 세상의 지옥이 따로 없다고 생각합니다 제가 비판을 하는 게 아니라 우리 대한민국이 정말 안전하고 좋은 나라라고 인식이 됐으면 좋겠습니다 지금 한창 뉴스에서 윤석열 대통령님이 오르락내리락하더라구요 정말 위험한 것 같아요 정치에서 탄 안에서 탄핵이라는 말이나 맞습니다 정말 이러다가는 국민들이 전부 다 일어날 판인 것 같아요 제가 봐도 너무 심한 것 같아요 나쁜 사람들을 정말로 많이 풀어줬거든요 제발 약속을 시켜주세요 정말 위험한 사람들입니다 제가 글씨가 들리더라도 조금 이해해주세요 현재 몸이 많이 아파 상태로 문자를 하는 거라 신뢰가 된다면 죄송합니다 악플을 다닌 게 아닙니다 우리 대한민국을 위해서 이렇게 하는 거에요,0,6
재판에서 가볍게 판결이면 재판관들은 현명한 사람. 무겁게 판결나면 현명하지못하다 ? 인가 ? 앞으로 또 다른 선량한 사람들의 피해를 막으려면 ?,1,21
그래요. 사형은 너무 간단하죠. 피해자를 괴롭힌 만큼 당해야죠. 감형 없는 무기징역이라고 해 주셨으면 더 좋겠는데..,0,7
사형을 때렸어야지 모범수로 감형되어도 무기징역으로 되는거 아니냐? 무기징역으로 모범수로 감형받으면 20~25년 살고 풀려난다,0,59
사형이 최고지만 판사가 그렇게 구형을 안내리니 짜증난다,0,3
빨리 처벌해요 단체 모의 살인이니 강력차벌로 본보기형량을 주세요 사람 취급도 안한 것들입니다,0,2
"검찰의 무능과 부패를 척결하여야 하며, 찰지게 덮어씌우는 기술에 탄복하면서.. 해학적 검사의 구형을 판사가 받으면?? 체계부터 무너진 사법부라 봐야 한다.",0,15
사형이 아니라 무기징역ㅋㅋㅋㅋ???? 얼마나 더 악랄하게 사람을 죽여야 사형인거냐 반성도 없다는데 제 정신이냐,0,3
정황증거가 확실하고 9년동안 얼마나 많은 돈을 빼먹었으면 피해자가 울먹이면서 통화했을까 싶다 무기징역 받아 마땅하다,0,2
직접증거가 없으니까 끝까지 오리발이구나ㅜㅜ검사가 구형한데로 판사님이 확정되길 바랍니다.,1,3
제발 무기징역을 받기를 처벌은 꼭 받아야 함,0,0
한 사람의 인생을 파괴시켰는데 잡혀도 끝까지 인정않는 저 뻔뻔함 봐 인간으로 대우할 필요없이 무기징역이 아닌 사형이 맞다,0,1
사형이지 왜 무기징역이요ㅡㅡ 똑같이 해죠야 하는데,0,13
"얼마나 억울할까? 마녀 사냥 식 여론 재판에다가 살리기 위해 노력을 마다하지 않았는데... 무기징역을 구형받다니... 판결까지 그렇게 되면 얼마나 억울할까... 그런데... 그렇게도 억울한 니들은, 니들 때문에 정말로 억울하게 죽어간 그분을 생각한다면... 억울한 티내면 안 된다...",0,1
므여 이런 살인은 무기징역이고..칼부림하고 잔혹하게 죽인 범죄자들은 30년인가??도대체 기준이 므야,0,11
우리의 착하신 판새님들 감형해서 20년은 때려주겠지? 가해자들의 마음에 그렇게 공감을 잘하시는 분들이니 반성문보면서 눈물흘리면서 감형시켜주겠지,0,3
인간의 간교함은 어디서도 일어나죠. 얘네들의 뇌구조가 정말 궁금해 ㅠ 끝까지 반성하지 않는 인간 말종들 경악스러운~강력하게 판결 내려주세요,0,1
무기징역이 과연 처벌일까? 또 다른 면죄부이지 않나 싶네요.국제적 입장때메 사형제가 없다시피 하시만 그거 눈치보다 나라가 개판될듯.. 조속히 실집행하는 사형제 부활을 촉구합니다.,0,1
저런 괴물살인마들을 감형해주는 판사가있다면 인간이아닐것임,0,2
똑같이 죽이진 말자 세금이 아깝지만 무기징역으로 평생 고통스럽게 갑시다,0,0
하도 견판들이 많아서 지켜봐야겠네요 흉악범죄가 나날이증가하는 원인이 판사들 때문인듯 사람죽여도 몇년안때리고 범죄자편에서 판단하고 헝량을주니 무슨반성문썼다고 감형을 해준다지요 이래서감형저래서감형 왜판사한테 반성문을제출하는지 도저희 이해가 안돼네 판사가 피해자도 아니고 저런말종들은 사형을집행하기를 빌어봅니다,0,1
무기징역은 무슨 왜우리세금으로 밥을처먹이는지 걍사형시키지,0,6
죽이려고 몇번 시도하다 3번째 죽인건데도 무기징역? 절대 나올수없도록 사형!! 사형해도 안죽이는데...,0,7
진짜 열받는건 이번 남편 윤모씨 외에 전 남편 둘인가를 더 죽였는데 그건 증거 불충분으로 재판조차 받지 않았다는거 이번 고 윤모씨 살인에 대한 형만 받아서 사형이 아닌 무기징역으로 나왔다는게 더 기가 막힐 노릇이다!! 저 여자는 고유정과 같은 싸패임에도 저 형을 받았다는게 통탄할 일이다!!! 진짜 궁금한건 저런 피의자를 변호하는 변호사들은 대체 뭐하는 사람들일까?? 직업이라 해도 대단한 거 같다!!,0,2
무기징역이 아깝습니다 사형이 어울립니다 고인분이 아직도 눈을 감지 못할듯 합니다,1,0
사형이 답임니다 세상에 전혀 필요치 않는 저런 개쓰레기들 무기징역에 밥먹이며 세금낭비 해야하는 이유가 타당한가요,0,0
판사가 또 별의별 이유로 용서랍시고 감형하는 어처구니없는 뻘짓만 안하면 될 듯.,0,4
잘못된 판결이다 징역45년후 쓰레기매립지처분으로,0,6
저런인간들이오래삽니다.유기징역100년이상가야됩니다.,0,0
가 석방 없는 무기징역 때리도록 한다!!! 알겠나?,0,18
무기징역하면 나올수 있다 영원이 사회와 격리 사형을해야 한다 제발 사형 해야한다 니들은 살고 싶나,0,0
무기징역이 아니라 사형을 내렸어야지,1,1
사형 아니면 무기징역 입니다 현명한 재판 부탁드립니다,1,1
이에는 이 사형구형! 이들을 살려주면 또 다른 사람의 피해자는 나 지신 일수 있다. 악마들에게 왜 국민의 세금 축내는 무기징역이 왠 말인가,0,0
무기징역 이면 됬지 죽이지말고 고통스럽게 만들어야한다,0,1
악마도 울고 가겟네 ㅋ 나라법이 좋아서 무기징역이지 저런건 사형을 시켜야해,0,1
검사의 강압적 수사라고 거짓말 하던것도 그렇고... 이 ㅅㄲ 들은 답이없네.,0,0
어떻게든 형량 적게받을려고 발악하는구나 악마들...,0,0
이것들은 무기징역을살아도 죄를 니우치지안을거같내 편지내용 진자 개소름이다,0,0
사형을 구형해야지 사형폐지 국가에서 몇십년 깜빵에 있으면 감형을 할꺼라고 보는데 감형을 해도 못나오게 사형으로 하자,0,0
"검사 구형은 큰의미없다, 대법원 까지 가다보면 유기징역으로 바뀌고 몇년 안살듯,,ㅠㅠ",0,0
하..... 무기징역 내돈으로 저들을 밥먹여 평생 보살펴야하나요? 담달부터 은행 페이 할인마저 안되고 나랏돈 10만원 받기가 하늘의 별따기만큼 어려운데 저들을 평생입히고 먹이고 재워주고 그것도 특사받아 사회에 나가면 적응잘하라고 공부도갈키고 내새끼 공부가르치려면 내쌩돈으로 다 가르치고 입히고 먹이고 애들 조차도 뼈를깍는 고통으로 미래를 준비하는데 그들때문에 억울하게 죽은사람과 똑같은 고통은 못주더라도 본인이 느낄수있는 고통은 느껴봐야 하진않을까요?,0,0
사형 폐지 반대합니다 국민의 혈세로 40년이상 이하가되는 동안 인간같지도 안되는 죄수한테 혈세를 쓰는게 이해가 안됩니다 사형집행으로 쓰이는 인력두 아깝네요~~쥐약도 아깝습니다~~ 무기징역 약하다고 생각됩니다~~ 유기족의 마음을 헤아려주세요~~,0,0
죽음까지 내몰아 놓고 죽일려고 한게 아니라고???? 역지사지로 생각해봐라. 반성은 커녕 끝까지 오리발이네 무기징역은 개뿔 사형도 아깝다.,0,0
검찰들이 판사해라... 검사들 판결이 더 현명한 형벌이다...판사들 손에 판결되는 순간 시궁창,1,1
"무기징역이 사형보다 더 심한거임 평생을 죽을때까지 갇혀 살면서 고통받고. 죽고 나서 지옥에서 고통받고, 이승과 저승에 두가지 고통을 줌",0,0
무슨 무기징역이야 그럼 우리 세금으로 쟤네 입에 밥 줘야하는거잖아 너무 싫다,0,0
"판사님, 이건 현실적인 문제때문이라도 꼭 엄벌을 내리셔야 합니다. 그러지 않아도 페미니즘이 암처럼 퍼져서 혼인 출산율 박살난 마당에 이은해가 처벌을 받지 않는다면 이는 이은해처럼 해도 된다는 암묵적 허용밖에 안됩니다. 그럼 혼인율은 그야말로 가루가 되겟죠",0,1
무기징역이면 20년살고 모범수로 나오겠네요 사회에 나오면 50대 초반.,0,6
그런대 문제가 이은해하고 조현수는 사형을 선고받아도 마땅하지만 핵심적인 증거들을 대거 없어진 상황이라서 살인이나 무기징역이 어려울수도 있음 보험사기만 적용될 가능성도 높아서 이게 골치아플듯,0,0
무기징역>>>사형으로 올려야것네 잘못을 뉘우치질못하니..!!,0,0
마지막까지 안죽였다 진짜 무기징역이다,0,1
"사망한 사람이 한명이라서 무기징역???????? 수십명이 죽어나가야 사형인것도 웃긴거지. 인권 중요하다면서? 그럼 고인의 인권이 무기징역으로 된다고 생각함??? 하,,, 저 변호인도 쓰레기다 진짜",0,0
어이 법원 판사들.. 이건은 사형이다. 두말 안한다,0,0
판사들도 퐁퐁당해봐서 얼마나 화나는 일인지 알겠지 ㅋㅋ,0,1
"어떤 변호사인지 모르지만, 만약 형량을 깍이게 하거나 그렇지 않더라도 끝까지 싸우는 모습을 보이면 자기 주가가 올라가니까 열심히 변호한 거 겠지. 변호사가라고 모를까. 난 안다 본다. 대중에 이목이 집중된 사건이니... 잘하면 스타변호사가 될 수도 있다는 생각을 했겠지",1,0
검사 판사를 대체 믿음이 안간다.,0,0
진짜고통은 무기징역이아닙니다 사형도아니구요 감형없이66형입니다 만약그때까지살아서출소한다면97세 97세그나시에나와서 남자를꼬실수있겠어요? 폐지주울힘도없을겁니다 사람들외면속에 쓸쓸히고통받다 스스로죽음을택할겁니다,0,0
무기징역이 구형이면 제발 실형도 무기 이상나오자,0,0
사형이 답인데. 무기징역은 당장 내일 출소 할수도 있는거라.,0,2
그냥무기징역 말고 특사없는 무기징역을 때려야지,0,0
구형을 사형으로 올리는건 솔직히 실형에는 감형될거같으니까 실형무기징역이 나오게 사형을 올리는거지... 저런 사형당할놈을 실형때릴때 위헌소지만 봐주고 구형만큼은 받던게 했으면 사형을 구형해서 안올렸겠지 폐지된건 초딩도 알텐데,0,0
사형도 안하는 국가에서 사형이 무슨 소용인가.. 무기징역이 최고형이다 현재로선...,0,0
무기징역두 봐준건데 안죽였다라니 사형구형 다시해야할듯,0,1
피의자에게 가장살기좋은 나라 대햔민국. 사형을 선고해도 모자랄판에 허구헌날 무기징역 그냥. 다 풀어줘라,0,0
근데 스토킹살해범죄는 고작 십몇년을 때리면서 저건 또 무기징역 때리네 대체 기준이뭐냐,0,0
명백히 사람을 죽였는데 똑같이 사형이 맞지 무기징역이뭐냐. 이러다 한 12년 살고 양형되서 나오겠지,0,0
판사님! 무기징역 이라니요. 국민세금으로 밥먹이는거 안됨니다. 차라리 북한탄광으로 보내는게 좋을듯 합니다.,0,1
검사 엄청 열받겠네,1,0
마지막까지 거짓말이네 무기징역으로 영원히 감옥에서 썩어라,0,0
강압수사 당해서 진술할만큼 쫄았는데 지들끼리 검사한테 찐따라고 했구나..ㅋㅋㅋ,0,0
무기징역은 중간에 내보낼것이다 사형제도 부활하세요,0,0
난 변호사한테 더 눈길이 가는데 재판장에서 판사가 몇번이나 재지하고 경고할 정도로 자칫하면 비아냥거리거나 비꼬는걸로 보일정도의 발언을 피해자 유족들하고 증인한테 하다가 설전을 했을 정도라는게 아무리 변호사라도 이상하게 과하다 싶은 생각이 든단 말이지. 게다가 뉴스에 나오는거 보면 이게 대체 무슨말이야 싶을 정도로 앞뒤가 안맞는 말까지 한다는게 무모한건 둘째치고 판검사고 뭐고 신경도 안쓰는것 같아서 기괴할 정도란 말이지,0,0
법원 판결도 좀 웃긴게 이슈화를 해야 무기징역 때리고 관심도가 낮은 판결은 범죄수위가 높음에도 형량 최대라며 고작 몇년 주고 땡임... 이슈화를 해야지 형량최대를 넘어 판사재량으로 무기징역을 때린다는게 좀 씁쓸할뿐임,0,0
무기징역이라도 나와서 다행이다,1,0
"무기징역까진 아니지않나?여론몰이 맞는거같은게..칼로난도질해도 20년30년 나올까말까인데ㅜ 이거는 어떻게보면 본인 선택으로(여자를 선택, 뛰어내리기를 선택) 죽음에 다달은 사실도 어느정도있으니 무기징역보단 20년정도 구형이 맞는거같다..(개인적생각)",0,0
뭔 구형이 무기징역이야? 사형실형 때릴수가 없잖어. 하기사 장하영 안성은도 못 때린 판국에...,0,0
"이은해 불쌍하다, 무기징역~~ㅠㅠ",1,0
이은해측 변호사도 무기징역시켜라,0,0
살인죄는 무죄 의심 만으로는 판결 안남,1,0
무기징역이면 광복절 특사나 모범수로 냐오는거 아닌기요? 전자발지 있어도 범죄는 저지르던디,0,6
25년 모범수로 살다보면 사회로 나오겠다 가석방없는 무기징역으로 ~,0,0
가석방 없는 무기징역 해야죠.,0,0
"또 범죄자에게만 사랑이? 넘치는 판새들이 증거 운운하며 집유주겠죠 아무 죄없는 자고있던 15세 아이를 계부가 결박,폭행 후 목졸라 죽여도 범행이 잔인하지 않다며 30년, 가중 처벌되는 보복 범죄로 20살 청년이 두달 넘게 고문과 폭행, 기아로 살해됐어도 겨우 30년 형량을 줌",0,0
아...구형이 무기구나...흠....우리 판사님들....흠....,1,0
"난 근데 무기징역이 가석방이 있는게 너무 놀랍다 지금도... 사형, 살인은 반대하지만,,, 무기징역이면 인간적으로 가석방은 없어야 하는거 아닌가... 80대쯤 되면 몰라도...",1,0
구형은 아무 의미 없음 최대 무기징역까지 받는거라 재판 과정 중 감형이 대부분임 기껏해야 10년 받겠네,0,1
죽은 사람은 얼마나 지옥이었겠냐? 넌 그걸 생각 하고 그런 글을 쓴거냐? 대한민국 개법이면 솔직히 10년 이상 안나온다 이 판결을 보면 아마 재판부는 다 AI로 바꾸자는 말이 난무 할거다,0,0
꼴랑 무기징역 사형은 시켜야지 저런 꽃뱀은,0,0
무기징역! 모범수! 출소! 대한민국 법 아주 최고여! 토악질 나오네ㅎㅎ,0,0
"하지만 어차피 구형을 뭘로 하든간에 우리 인권 선진국 대한민국의 너그럽고 자비로우신 인권주의자 분들이신 교정주의자 판사님들 께서는 ""(내가 볼땐) 반성하고 있고 초범이니까 감형에 감형한다 땅땅땅"" 하시겠죠? 그리고 조만간 모범수로 나와서 자기가 죽인 남편의 재산을 상속받아 오래오래 행복하게 잘먹고 잘살겠죠? ㅋㅋㅋㅋ",0,0
가석방 없는 무기징역해주세요,0,0
사형구형 해야지 무기징역이면 20년 이내에 출소 한단소리 잖아,0,0
살인범들은 그냥 다 무기징역 사형 때리면 안됨? n년 nn년 하지말고,0,0
사람이 죽었는데 무기징역이면 죽은사람이 더 손해 아닌가?,0,0
무기징역...15년이년 나옴 ㅠ 무기한 징역이 아님,1,0
무기징역... 형이 너무가벼운거아니냐,1,0
모범수로 있으면 한 10년 살면 나온다 무기징역은,1,0
검사출신 변호사가 무섭긴 한가보네 사형구형도못하는 검사ㅋㅋ,0,0
세상 시끄러운 뉴스라 판사가 무기준듯 방송없었으면 무죄 나왔다,0,0
그래서 판결을 무기 준다고 하고 몆년 살면 풀어줄건데?,0,0
"이은해·조현수 무기징역 구형…마지막까지 ""내가 안 죽였다"" 항변 윤석열, 박진. 무기징역감... 마지막까지 내가 욕설 안했다... 항변...",0,1
검사구형 무기징역이면 선고 20년 22년 나오겠네.. 잘하면 18년 20년 나올수도..,1,0
죽였대도 무기징역 안죽였대도 무기징역이면 안죽였다고 끝까지 우겨야지 뭐 ㅋ,0,0
어차피 50전에 모범수로 나올건데 나와서 또 피해자만 불쌍하지...망할 판검사 정치인들,0,0
"제2의 김은혜가 생기지않도록 높은형량이내려졌슴좋겠다,사람의탈을쓰고,사는 짐승.",0,0
"태국 쁘라윳 총리 기사회생…헌재 ""임기 아직 안 끝났다"" 헌법상 총리 임기 최장 8년…""2017년 새 헌법 공포 시점부터 적용"" 임기 논란으로 직무가 정지됐던 쁘라윳 짠오차 태국 총리가 총리직을 잃을 위기에서 벗어났다. 태국 헌법재판소는 30일 쁘라윳 총리가 헌법상 최장 8년인 총리 임기를 넘기지 않았다고 판결했다. 헌재는 쁘라윳 총리의 임기는 2017년 새 헌법이 공포된 시점부터 따져야 한다고 판단했다. 이에 따르면 내년 총선에서 승리할 경우 2025년까지 총리직을 수행할 수 있다. 야권은 지난달 헌재에 쁘라윳 총리의 임기 종료 시점을 판단해달라며 판결 전까지 총리 직무를 정지해달라고 요청했다. 헌재는 지난달 24일 야당의 청원을 받아들여 임기에 대해 판결을 하기로 했으며, 판결일까지 쁘라윳 총리의 직무 정지를 결정했다. 이후 쁘라윗 웡수완 부총리가 총리 권한대행을 맡고, 쁘라윳 총리는 국방장관직만 수행해왔다. 쁘라윳 총리는 육군참모총장이던 2014년 5월 22일 쿠데타를 일으켜 같은 해 8월 24일 총리직에 올랐고, 2019년 총선을 통해 집권을 연장했다. 군정이 2017년 개정한 헌법에 따르면 총리 임기는 최장 8년이다. 야당은 2014년 쿠데타로 총리 자리에 오른 시점부터 계산해야 한다며 이미 8월 24일 총리 임기가 끝났다고 주장했다 여권은 새 헌법이 공포된 2017년 4월 6일부터 임기를 따져야 한다고 반박했다. 개헌 이후 새 헌법 체제하에 총선을 거쳐 총리로 취임한 2019년 6월 9일부터 기산해야 한다는 의견도 나왔다. 판결을 앞두고 정치권 안팎에서는 헌재가 쁘라윳 총리의 손을 들어줄 것이라는 전망이 우세했다. 이날 판결에 반정부 세력은 헌재가 또다시 쁘라윳 총리에 유리한 판결을 했다고 비판하며 총리 퇴진 시위를 예고했다. 쁘라윳 총리는 2020년 12월에도 총리직 상실 위기에 처했으나 헌재 판결로 살아났다. 당시 야당은 쁘라윳 총리가 전역 후에도 군 관사를 사용한 것이 헌법 위반이라고 주장했으나 헌재는 문제없다고 판결했다. 헌재는 이에 앞서 2020년 2월에는 현 정권과 군부에 '눈엣가시'였던 야당 퓨처포워드당(FFP)에 대한 정당법 위반 혐의를 인정해 당 해산 결정을 내리기도 했다. 쁘라윳 총리는 임기 논란에 종지부를 찍으며 또 한 번의 위기를 넘기게 됐다. 야권은 법적 수단 외에도 2019년 이후 네 차례 의회에 불신임안을 제출하는 등 쁘라윳 총리를 끌어내리기 위한 시도를 이어왔으나 성공하지 못했다.",0,4
사형 아니고? 무기징역?,0,1
독방 무기징역에서 살아라 이은혜랑 조현수야,0,0
무기징역이라 흠‥ 국세 죽을때까지 나가겠군 나 이제 세금안낼께,0,0
"무기징역인데 전자발찌 20년이면, 감옥안에서 전자발찌참? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,0
판사가 교화가능성 나불나불 헛소리 시전 길어야 20년 때림,0,0
구형이 무기면 이은해 징역12년 조현수 8년쯤 주것구먼,1,0
10월27일. 1심선고공판 예상. 피고인 이은해 무기징역 조현수 징역 35년 선고,1,1
고문 무기징역,0,0
무기징역 가쟈,1,0
10명 죽여도 무기징역이냐?..세월호 선장은 수백명 죽였는데 왜 안사형?,0,0
이재는 판사나 변호사나 검사나 장난좀 치지맙시다 당신들 때문에 대한민국이 사람죽이는게 개미목숨이야,0,0
무기징역은 너무 쎄다 10년형정도면 될듯..,1,0
무기징역말이아니다사형도모자란다저런악날한것들은수단방법으로보범수로풀려나올것이다인간이라포기한짐승이다변호하는변호사는양심이의심스럽다,0,0
악마에게 무기로 판사님 사형으로 바꿔서 악마 죄,0,3
저사람들은 자기들이 보석금내면 감형이 될거라생각하는거같은데 전혀 그렇지않을거란걸 인식시켜줘야할것같아요. 보험금 운운하는거보니,0,27
왜 무기징역 사형시키지 내가낸 세금으로 저딴것들 밥쳐먹여야되냐 가족분들 너무 억울하고 힘들겠지만 힘내세요,0,9
이런 법제자에게 보험금 말이 않된다.사람을 죽인 당사자가 형량까지 내려 졌는데 보험금를 주면 않되는것은 상식이 아닌가.이것도 말도 않되는 결과가 나오질 않길 국민들이 다시 힘을 합쳤으면 합니다,0,1
판사들극혐 왜 피해자가 맘졸여야돼 도대체가 평소 형량이 얼마나 공감되지않으면 어휴,0,3
한결같은 모습을 보여주어 한편 다행인거 같기도 하네요 무기징역 받아서 평생 감옥에서 보낼텐데 8억을 받으면 뭐하려고... 사식이라도 배터지게 먹고 싶어서 그러는걸까요?,0,1
